adressNr;street;postalCode;city;country;search;latitude;longitude;errors
41553;Im Meisenfeld 9;32602;Vlotho- Exter;Deutschland;Im Meisenfeld 9, 32602 Vlotho- Exter, Deutschland;52.12916449999999;8.794347199999999;
41554;Gutenbergring 27;22848;Norderstedt;Deutschland;Gutenbergring 27, 22848 Norderstedt, Deutschland;53.6622559;9.9842646;
41555;Hettstedter Str. 38;06308;Siersleben;Deutschland;Hettstedter Str. 38, 06308 Siersleben, Deutschland;51.61348109999999;11.5362856;
41556;Großer Kamp 11 a;27616;Lunestedt;Deutschland;Großer Kamp 11 a, 27616 Lunestedt, Deutschland;53.4408;8.73749;
41557;Obere Hauptstr. 25 f;09235;Burkhardsdorf;Deutschland;Obere Hauptstr. 25 f, 09235 Burkhardsdorf, Deutschland;50.73407;12.91285;
41558;Hauptstr. 26;25727;Frestedt;Deutschland;Hauptstr. 26, 25727 Frestedt, Deutschland;54.02614000000001;9.180439999999999;
41559;Urbecker Str. 20;58657;Hemer;Deutschland;Urbecker Str. 20, 58657 Hemer, Deutschland;51.3869258;7.771709800000001;
41560;Schleizer Straße 32;07806;Neustadt an der Orla;Deutschland;Schleizer Straße 32, 07806 Neustadt an der Orla, Deutschland;50.72687;11.75776;
41561;Hallstätterstraße 11;92224;Amberg;Deutschland;Hallstätterstraße 11, 92224 Amberg, Deutschland;49.4566983;11.8912395;
41562;Dieselstaße 1;91785;Pleinfeld;Deutschland;Dieselstaße 1, 91785 Pleinfeld, Deutschland;49.1004195;10.9723966;
41563;Im Gewerbegebiet 10;77839;Lichtenau;Deutschland;Im Gewerbegebiet 10, 77839 Lichtenau, Deutschland;48.72113;7.99752;
41564;Ringstraße 31;59581;Warstein;Deutschland;Ringstraße 31, 59581 Warstein, Deutschland;51.49296;8.3296999;
41565;Libverda - Breziny 193;405 02;Decín 27;Tschechische Republik;Libverda - Breziny 193, 405 02 Decín 27, Tschechische Republik;50.76395840000001;14.2453;
41566;Oldenburger Ring 3;02829;Markersdorf;Deutschland;Oldenburger Ring 3, 02829 Markersdorf, Deutschland;51.1437315;14.865096;
41567;Donauwörther Str. 235;86154;Augsburg;Deutschland;Donauwörther Str. 235, 86154 Augsburg, Deutschland;48.4005545;10.8803872;
41568;Deutsch-Ordens-Str. 2a;25551;Hohenlockstedt;Deutschland;Deutsch-Ordens-Str. 2a, 25551 Hohenlockstedt, Deutschland;53.967847;9.614486;
41569;Rotenbrückenweg 22;22113;Hamburg;Deutschland;Rotenbrückenweg 22, 22113 Hamburg, Deutschland;53.5297;10.11502;
41570;Am Hafen 30;38112;Braunschweig;Deutschland;Am Hafen 30, 38112 Braunschweig, Deutschland;52.312482;10.4848351;
41571;Augustinusstraße 58-60;41464;Neuss am Rhein;Deutschland;Augustinusstraße 58-60, 41464 Neuss am Rhein, Deutschland;51.190114;6.7051574;
41572;Karl-Sonnenschein-Str. 5;50374;Erftstadt;Deutschland;Karl-Sonnenschein-Str. 5, 50374 Erftstadt, Deutschland;50.7945135;6.768838799999999;
41573;Gewerbegebiet Süd 1a;09618;Brand-Erbisdorf;Deutschland;Gewerbegebiet Süd 1a, 09618 Brand-Erbisdorf, Deutschland;50.85578;13.32014;
41574;Maininsel 3;97424;Schweinfurt;Deutschland;Maininsel 3, 97424 Schweinfurt, Deutschland;50.0439195;10.2412901;
41575;Kühne-und-Nagel-Platz 1;47229;Duisburg;Deutschland;Kühne-und-Nagel-Platz 1, 47229 Duisburg, Deutschland;51.38946;6.71502;
41576;Kleiner Moorweg 9;25436;Tornesch;Deutschland;Kleiner Moorweg 9, 25436 Tornesch, Deutschland;53.693409;9.7275753;
41577;Wildbader Strasse 171;75337;Enzklösterle;Deutschland;Wildbader Strasse 171, 75337 Enzklösterle, Deutschland;48.6803797;8.4833118;
41578;Robert-Bosch-Straße 4;76532;Baden-Baden/Haueneberstein;Deutschland;Robert-Bosch-Straße 4, 76532 Baden-Baden/Haueneberstein, Deutschland;48.8123788;8.216325;
41579;Ordensmeisterstr. 30-38;12099;Berlin;Deutschland;Ordensmeisterstr. 30-38, 12099 Berlin, Deutschland;52.45897309999999;13.3973033;
41580;Auf dem  Hünigen 4;54578;Berndorf;Deutschland;Auf dem  Hünigen 4, 54578 Berndorf, Deutschland;50.3055526;6.6923388;
41581;Neuenhofstr. 73;47055;Duisburg;Deutschland;Neuenhofstr. 73, 47055 Duisburg, Deutschland;51.39324999999999;6.752;
41582;Mühlenstr. 121;41352;Korschenbroich;Deutschland;Mühlenstr. 121, 41352 Korschenbroich, Deutschland;51.1923073;6.5077193;
41583;Kapfweg 18;6801;Feldkirch-Tosters;Österreich;Kapfweg 18, 6801 Feldkirch-Tosters, Österreich;47.238766;9.584287999999999;
41584;Ritterseifener Weg 33;51597;Morsbach-Appenhagen;Deutschland;Ritterseifener Weg 33, 51597 Morsbach-Appenhagen, Deutschland;50.8459309;7.6908809;
41585;Gerhard-Neumann-Str. 1;15236;Frankfurt  (Oder);Deutschland;Gerhard-Neumann-Str. 1, 15236 Frankfurt  (Oder), Deutschland;52.2918706;14.4719993;
41586;Pickließener Str. 7;54647;Dudeldorf/Bez. Trier;Deutschland;Pickließener Str. 7, 54647 Dudeldorf/Bez. Trier, Deutschland;49.9827504;6.6473208;
41587;Feldstr. 9;24568;Kaltenkirchen;Deutschland;Feldstr. 9, 24568 Kaltenkirchen, Deutschland;53.82319;9.9831;
41588;Mittelsaidaer Str. 94;09618;Großhartmannsdorf;Deutschland;Mittelsaidaer Str. 94, 09618 Großhartmannsdorf, Deutschland;50.7682509;13.319831;
41589;Kirnacher Str. 46 / 1;78052;VS-Villingen;Deutschland;Kirnacher Str. 46 / 1, 78052 VS-Villingen, Deutschland;48.0716314;8.4171149;
41590;Finkenweg 2;89331;Burgau;Deutschland;Finkenweg 2, 89331 Burgau, Deutschland;48.4377654;10.4114863;
41591;Estetalstr. 36 a;21614;Buxtehude;Deutschland;Estetalstr. 36 a, 21614 Buxtehude, Deutschland;53.46149;9.6884099;
41592;Flutgraben 14;06780;Zörbig;Deutschland;Flutgraben 14, 06780 Zörbig, Deutschland;51.6242238;12.1301934;
41593;Burgenäckerstr. 13;74889;Sinsheim-Hilsbach;Deutschland;Burgenäckerstr. 13, 74889 Sinsheim-Hilsbach, Deutschland;49.198268;8.848279999999999;
41594;Liebigstr. 85;20457;Hamburg;Deutschland;Liebigstr. 85, 20457 Hamburg, Deutschland;53.5314641;10.1028961;
41595;Heimbacher Weg 36;55590;Meisenheim / Glan;Deutschland;Heimbacher Weg 36, 55590 Meisenheim / Glan, Deutschland;49.7124385;7.662750399999999;
41596;Burgweg 8;72818;Trochtelfingen;Deutschland;Burgweg 8, 72818 Trochtelfingen, Deutschland;48.31223199999999;9.2420982;
41597;Duisburgerstraße 44;90451;Nürnberg;Deutschland;Duisburgerstraße 44, 90451 Nürnberg, Deutschland;49.4035723;11.0480614;
41598;Gewerbebogen 4;85661;Forstinning;Deutschland;Gewerbebogen 4, 85661 Forstinning, Deutschland;48.17095;11.92062;
41599;Wortstr. 34-36;33397;Rietberg;Deutschland;Wortstr. 34-36, 33397 Rietberg, Deutschland;51.8621667;8.4357638;
41600;Großmannstr. 84;20539;Hamburg;Deutschland;Großmannstr. 84, 20539 Hamburg, Deutschland;53.53966879999999;10.0510344;
41601;Brohltalstr. 2;56659;Burgbrohl;Deutschland;Brohltalstr. 2, 56659 Burgbrohl, Deutschland;50.45735819999999;7.2869796;
41602;Büdericher Salzweg 15;59457;Werl;Deutschland;Büdericher Salzweg 15, 59457 Werl, Deutschland;51.5403262;7.8723484;
41603;Hinter der Bornwiese 1;34323;Malsfeld;Deutschland;Hinter der Bornwiese 1, 34323 Malsfeld, Deutschland;51.08809;9.48818;
41604;Hugo-Eckener-Straße 21;50829;Köln;Deutschland;Hugo-Eckener-Straße 21, 50829 Köln, Deutschland;50.9759239;6.888219599999999;
41605;Frenser Allee 1;50127;Bergheim;Deutschland;Frenser Allee 1, 50127 Bergheim, Deutschland;50.9333378;6.695340799999999;
41606;Max-Planck-Str. 35;48691;Vreden;Deutschland;Max-Planck-Str. 35, 48691 Vreden, Deutschland;52.0215878;6.7850861;
41607;Industriestr. 21;68519;Viernheim;Deutschland;Industriestr. 21, 68519 Viernheim, Deutschland;49.5515148;8.5847067;
41608;Alte Weberei 10-20;73266;Bissingen an der Teck;Deutschland;Alte Weberei 10-20, 73266 Bissingen an der Teck, Deutschland;48.60660499999999;9.4905298;
41609;Auf dem Tigge 10;59269;Beckum;Deutschland;Auf dem Tigge 10, 59269 Beckum, Deutschland;51.7588444;8.086551;
41610;Kiebitzstr. 19;28816;Stuhr- Brinkum;Deutschland;Kiebitzstr. 19, 28816 Stuhr- Brinkum, Deutschland;53.00980000000001;8.79439;
41611;Am Kleinwald 55;76863;Herxheim;Deutschland;Am Kleinwald 55, 76863 Herxheim, Deutschland;49.13727;8.2238701;
41612;Wilhelmstraße 7;59067;Hamm;Deutschland;Wilhelmstraße 7, 59067 Hamm, Deutschland;51.6747113;7.8055191;
41613;Wachau 1 / Lager 6;89584;Ehingen-Berg;Deutschland;Wachau 1 / Lager 6, 89584 Ehingen-Berg, Deutschland;48.25345;9.742759999999999;
41614;Lehmgrubenweg 10;97440;Werneck- Essleben;Deutschland;Lehmgrubenweg 10, 97440 Werneck- Essleben, Deutschland;49.9424005;10.0812846;
41615;Hörbachstr. 43;57271;Hilchenbach;Deutschland;Hörbachstr. 43, 57271 Hilchenbach, Deutschland;50.9809886;8.0638653;
41616;Rudolf-Diesel-Str. 9-11;28857;Syke;Deutschland;Rudolf-Diesel-Str. 9-11, 28857 Syke, Deutschland;52.9161509;8.7963161;
41617;Willi-Graf-Str. 86-88;53881;Euskirchen;Deutschland;Willi-Graf-Str. 86-88, 53881 Euskirchen, Deutschland;50.6541972;6.834369499999999;
41618;Sandstraße 173;57072;Siegen;Deutschland;Sandstraße 173, 57072 Siegen, Deutschland;50.88184649999999;8.029018599999999;
41619;Industriegebiet;54492;Zeltingen-Rachtig;Deutschland;Industriegebiet, 54492 Zeltingen-Rachtig, Deutschland;49.9659483;7.019343000000001;
41620;Harkortstraße 1;59469;Ense;Deutschland;Harkortstraße 1, 59469 Ense, Deutschland;51.49389;7.977119900000001;
41621;Dr.-Bube-Straße 6;99869;Drei Gleichen - Seebergen;Deutschland;Dr.-Bube-Straße 6, 99869 Drei Gleichen - Seebergen, Deutschland;50.9079857;10.7977034;
41622;Zum Sebaldsbrücker Bahnhof 1;28309;Bremen;Deutschland;Zum Sebaldsbrücker Bahnhof 1, 28309 Bremen, Deutschland;53.06279;8.88264;
41623;Im Stühe 100;30826;Garbsen;Deutschland;Im Stühe 100, 30826 Garbsen, Deutschland;52.4376898;9.5478345;
41624;Untere Lößnitzer Straße 51;08301;Bad Schlema;Deutschland;Untere Lößnitzer Straße 51, 08301 Bad Schlema, Deutschland;50.6120877;12.6910543;
41625;Max-Planck-Str. 7;27721;Ritterhude;Deutschland;Max-Planck-Str. 7, 27721 Ritterhude, Deutschland;53.1909017;8.702364;
41626;Tartsay V. u. 16;7100;Szekszárd;Ungarn;Tartsay V. u. 16, 7100 Szekszárd, Ungarn;46.3386399;18.7098956;
41627;An der Kleimannbrücke 99;48157;Münster;Deutschland;An der Kleimannbrücke 99, 48157 Münster, Deutschland;51.99806359999999;7.6618396;
41628;Grubenstrasse 95 B;66540;Neunkirchen;Deutschland;Grubenstrasse 95 B, 66540 Neunkirchen, Deutschland;49.3279863;7.142624;
41629;Lochfelbenstr. 31/1, Geb. 18;89312;Günzburg;Deutschland;Lochfelbenstr. 31/1, Geb. 18, 89312 Günzburg, Deutschland;48.4697809;10.2811701;
41630;Rosenheimer Str. 10;28218;Bremen;Deutschland;Rosenheimer Str. 10, 28218 Bremen, Deutschland;53.1094181;8.8006532;
41631;Gildemeisterstraße 150;33689;Bielefeld (Sennestadt);Deutschland;Gildemeisterstraße 150, 33689 Bielefeld (Sennestadt), Deutschland;51.9301955;8.5845255;
41632;Handelszentrum 10;5101;Bergheim;Österreich;Handelszentrum 10, 5101 Bergheim, Österreich;47.8415013;13.03767;
41633;Artur-Ladebeck-Str. 171;33602;Bielefeld-Brackwede;Deutschland;Artur-Ladebeck-Str. 171, 33602 Bielefeld-Brackwede, Deutschland;52.00258179999999;8.5068895;
41634;Am Langberg 91 a;21033;Hamburg;Deutschland;Am Langberg 91 a, 21033 Hamburg, Deutschland;53.51391;10.15995;
41635;Mittelweg 11;37154;Northeim;Deutschland;Mittelweg 11, 37154 Northeim, Deutschland;51.71966;9.97991;
41636;Chemnitzer Straße 38 a;09232;Hartmannsdorf;Deutschland;Chemnitzer Straße 38 a, 09232 Hartmannsdorf, Deutschland;50.87704;12.8211;
41637;Buchholzstr. 29;34613;Schwalmstadt;Deutschland;Buchholzstr. 29, 34613 Schwalmstadt, Deutschland;50.964985;9.2432967;
41638;In der Kimmbach 1;66130;Saarbrücken-Eschringen;Deutschland;In der Kimmbach 1, 66130 Saarbrücken-Eschringen, Deutschland;49.19194;7.09545;
41639;Größauerstr. 1;96342;Stockheim-Neukenroth;Deutschland;Größauerstr. 1, 96342 Stockheim-Neukenroth, Deutschland;50.32337;11.28638;
41640;Am Appenstedter Wäldchen 1;21217;Seevetal;Deutschland;Am Appenstedter Wäldchen 1, 21217 Seevetal, Deutschland;53.41307;10.0284399;
41641;Obere Mäurichstr. 13;74196;Neuenstadt-Stein;Deutschland;Obere Mäurichstr. 13, 74196 Neuenstadt-Stein, Deutschland;49.2547085;9.2985172;
41642;Römerstraße 1;65462;Ginsheim-Gustavsburg;Deutschland;Römerstraße 1, 65462 Ginsheim-Gustavsburg, Deutschland;49.9898385;8.3140289;
41643;Rheinstraße 9;96052;Bamberg;Deutschland;Rheinstraße 9, 96052 Bamberg, Deutschland;49.9102916;10.857236;
41644;Heinrich-Hertz-Str. 16;24837;Schleswig;Deutschland;Heinrich-Hertz-Str. 16, 24837 Schleswig, Deutschland;54.5362818;9.5850715;
41645;Franklinstr. 11;10587;Berlin;Deutschland;Franklinstr. 11, 10587 Berlin, Deutschland;52.520418;13.327767;
41646;Böhmerwaldstr. 18;4600;Wels;Österreich;Böhmerwaldstr. 18, 4600 Wels, Österreich;48.1860638;14.0601406;
41648;Bahhofstraße 16;27308;Kirchlinteln;Deutschland;Bahhofstraße 16, 27308 Kirchlinteln, Deutschland;52.94806999999999;9.308180000000002;
41649;Weinerpark 17;48607;Ochtrup;Deutschland;Weinerpark 17, 48607 Ochtrup, Deutschland;52.1940521;7.1564541;
41650;Gartenstr. 1;59505;Bad Sassendorf;Deutschland;Gartenstr. 1, 59505 Bad Sassendorf, Deutschland;51.58805;8.16405;
41651;Schützenstr. 63;59505;Bad Sassendorf;Deutschland;Schützenstr. 63, 59505 Bad Sassendorf, Deutschland;51.5796564;8.159353099999999;
41652;Bruno-Baum-Ring 26 A;14712;Rathenow;Deutschland;Bruno-Baum-Ring 26 A, 14712 Rathenow, Deutschland;52.60612;12.36299;
41653;Hinterer Bahnhof 17;77756;Hausach;Deutschland;Hinterer Bahnhof 17, 77756 Hausach, Deutschland;48.283811;8.1832167;
41654;Paul-Oventrop-Str. 1;59939;Olsberg;Deutschland;Paul-Oventrop-Str. 1, 59939 Olsberg, Deutschland;51.3602267;8.479974;
41655;Bunsenstr. 1d;24145;Kiel;Deutschland;Bunsenstr. 1d, 24145 Kiel, Deutschland;54.27488;10.1602999;
41656;Neukölnstraße 31;45357;Essen;Deutschland;Neukölnstraße 31, 45357 Essen, Deutschland;51.487255;6.939007699999999;
41657;Porgesring 16;22113;Hamburg;Deutschland;Porgesring 16, 22113 Hamburg, Deutschland;53.5217323;10.0971165;
41658;62 - Pas-de-Calais;62500;Tatinghem;Frankreich;62 - Pas-de-Calais, 62500 Tatinghem, Frankreich;50.744105;2.208499;
41659;Thoner Weg 23;90425;Nürnberg;Deutschland;Thoner Weg 23, 90425 Nürnberg, Deutschland;49.46985979999999;11.0629055;
41660;Junkersring 53;53844;Troisdorf;Deutschland;Junkersring 53, 53844 Troisdorf, Deutschland;50.8195547;7.1037317;
41661;Halberstädter Str. 240;06484;Westerhausen;Deutschland;Halberstädter Str. 240, 06484 Westerhausen, Deutschland;51.8083125;11.0605118;
41662;Einsteinallee 12;77933;Lahr;Deutschland;Einsteinallee 12, 77933 Lahr, Deutschland;48.36026;7.81392;
41663;Hahnbergblick 19;96123;Melkendorf;Deutschland;Hahnbergblick 19, 96123 Melkendorf, Deutschland;49.8987673;11.0298698;
41664;Markgröningerstr. 51/1;71701;Schwieberdingen;Deutschland;Markgröningerstr. 51/1, 71701 Schwieberdingen, Deutschland;48.88659999999999;9.07476;
41665;Am Kräutergarten 13 - 17;85221;Dachau;Deutschland;Am Kräutergarten 13 - 17, 85221 Dachau, Deutschland;48.2762055;11.4720564;
41666;Beim Sägewerk 1;93102;Geisling/Pfatter;Deutschland;Beim Sägewerk 1, 93102 Geisling/Pfatter, Deutschland;48.96471289999999;12.3268463;
41667;Nürnberger Strasse 4;86156;Augsburg;Deutschland;Nürnberger Strasse 4, 86156 Augsburg, Deutschland;48.4142954;10.8566609;
41668;Gewerbering 1;84549;Wiesmühl/Alz;Deutschland;Gewerbering 1, 84549 Wiesmühl/Alz, Deutschland;48.1080936;12.5678141;
41669;Kasseler Straße 18;37287;Wehretal;Deutschland;Kasseler Straße 18, 37287 Wehretal, Deutschland;51.1409398;9.9744645;
41670;Äußere Wiener Straße 11;93055;Regensburg;Deutschland;Äußere Wiener Straße 11, 93055 Regensburg, Deutschland;49.01626;12.15205;
41671;Woschkower Weg 14;01983;Großräschen;Deutschland;Woschkower Weg 14, 01983 Großräschen, Deutschland;51.59558269999999;14.0195507;
41672;Neue Dorfstraße 26;19249;Jessenitz;Deutschland;Neue Dorfstraße 26, 19249 Jessenitz, Deutschland;53.2606301;11.1081918;
41673;Friedrichstraße 23;53332;Bornheim;Deutschland;Friedrichstraße 23, 53332 Bornheim, Deutschland;50.7535543;7.010837899999999;
41674;Lilienthalstraße 9;74078;Heilbronn-Biberach;Deutschland;Lilienthalstraße 9, 74078 Heilbronn-Biberach, Deutschland;49.1924864;9.1486471;
41675;An der unitrans 3;01665;Klipphausen/Röhrsdorf;Deutschland;An der unitrans 3, 01665 Klipphausen/Röhrsdorf, Deutschland;51.0978188;13.4982282;
41676;Josef-Reuschenbach-Straße 9;53547;Breitscheid;Deutschland;Josef-Reuschenbach-Straße 9, 53547 Breitscheid, Deutschland;50.5778372;7.4585025;
41677;Neuhausstr. 11;74182;Obersulm-Willsbach;Deutschland;Neuhausstr. 11, 74182 Obersulm-Willsbach, Deutschland;49.12851;9.36412;
41678;Industrieweg 1-3;23722;Neustadt/Holstein;Deutschland;Industrieweg 1-3, 23722 Neustadt/Holstein, Deutschland;54.0973844;10.7940855;
41679;Nossener Straße 10;67577;Alsheim b. Worms/Rhh.;Deutschland;Nossener Straße 10, 67577 Alsheim b. Worms/Rhh., Deutschland;49.77008;8.348170000000001;
41680;Gauchachstraße 45;78199;Döggingen;Deutschland;Gauchachstraße 45, 78199 Döggingen, Deutschland;47.88796560000001;8.438669599999999;
41681;Gewerbering 5;84576;Teising;Deutschland;Gewerbering 5, 84576 Teising, Deutschland;48.2292946;12.6187307;
41682;Koperstr. 3;90451;Nürnberg;Deutschland;Koperstr. 3, 90451 Nürnberg, Deutschland;49.4021291;11.061372;
41683;Europaallee 13;50226;Frechen;Deutschland;Europaallee 13, 50226 Frechen, Deutschland;50.9195773;6.839416399999999;
41684;Pansastr. 36;04179;Leipzig;Deutschland;Pansastr. 36, 04179 Leipzig, Deutschland;51.336835;12.3026099;
41685;Wilhelmsdorfer Landstr. 43;14776;Brandenburg;Deutschland;Wilhelmsdorfer Landstr. 43, 14776 Brandenburg, Deutschland;52.39454449999999;12.5404387;
41686;Bozener Str. 7;86165;Augsburg;Deutschland;Bozener Str. 7, 86165 Augsburg, Deutschland;48.3836447;10.9325498;
41687;Im Justus 1;76829;Landau;Deutschland;Im Justus 1, 76829 Landau, Deutschland;49.2094;8.12517;
41688;Am Stadtwald 10;58739;Wickede;Deutschland;Am Stadtwald 10, 58739 Wickede, Deutschland;51.5119286;7.878275299999999;
41689;Gewerbering 2;04886;Beilrode;Deutschland;Gewerbering 2, 04886 Beilrode, Deutschland;51.58512500000001;13.0726964;
41690;Am Oberwald  17;76744;Wörth am Rhein;Deutschland;Am Oberwald  17, 76744 Wörth am Rhein, Deutschland;49.0747833;8.3012815;
41691;Oberbenrader Straße 51;47804;Krefeld;Deutschland;Oberbenrader Straße 51, 47804 Krefeld, Deutschland;51.3036624;6.529056199999999;
41692;Garke-Privatweg 16;39128;Magdeburg;Deutschland;Garke-Privatweg 16, 39128 Magdeburg, Deutschland;52.1467901;11.6108952;
41693;Kantstraße 21;74821;Mosbach-Diedesheim;Deutschland;Kantstraße 21, 74821 Mosbach-Diedesheim, Deutschland;49.3488672;9.1101035;
41694;Neefestraße 109;09119;Chemnitz;Deutschland;Neefestraße 109, 09119 Chemnitz, Deutschland;50.8195258;12.8941037;
41695;Gartenweg 18;24647;Wasbek;Deutschland;Gartenweg 18, 24647 Wasbek, Deutschland;54.0669684;9.9276223;
41696;Bahnhofstr. 85;59514;Welver;Deutschland;Bahnhofstr. 85, 59514 Welver, Deutschland;51.6230589;7.962167900000001;
41697;Hauptstr. 4;27243;Beckeln;Deutschland;Hauptstr. 4, 27243 Beckeln, Deutschland;52.8646062;8.5923977;
41698;Kirchberg 19;35708;Haiger;Deutschland;Kirchberg 19, 35708 Haiger, Deutschland;50.74772;8.24988;
41699;Heiningerstraße 15;91550;Dinkelsbühl;Deutschland;Heiningerstraße 15, 91550 Dinkelsbühl, Deutschland;49.0684552;10.3402068;
41700;Zum Lingeshof 11;36124;Eichenzell;Deutschland;Zum Lingeshof 11, 36124 Eichenzell, Deutschland;50.4868;9.71824;
41701;Otto-Hahn-Str. 44;33104;Paderborn;Deutschland;Otto-Hahn-Str. 44, 33104 Paderborn, Deutschland;51.7687457;8.7083626;
41702;Nordring 3;59320;Ennigerloh;Deutschland;Nordring 3, 59320 Ennigerloh, Deutschland;51.85312;8.03552;
41703;Soltauer Str. 42;27374;Visselhövede;Deutschland;Soltauer Str. 42, 27374 Visselhövede, Deutschland;52.9937736;9.5936326;
41704;Messeler Park 119;64291;Darmstadt;Deutschland;Messeler Park 119, 64291 Darmstadt, Deutschland;49.93109140000001;8.6609673;
41705;Philipsstr. 8;52068;Aachen;Deutschland;Philipsstr. 8, 52068 Aachen, Deutschland;50.7730496;6.1389777;
41706;Memeler Straße 3;41460;Neuss;Deutschland;Memeler Straße 3, 41460 Neuss, Deutschland;51.203002;6.703042;
41707;Im Heetwinkel 66-68;46514;Schermbeck;Deutschland;Im Heetwinkel 66-68, 46514 Schermbeck, Deutschland;51.6831;6.86611;
41708;Brückenhofstr. 79;34132;Kassel;Deutschland;Brückenhofstr. 79, 34132 Kassel, Deutschland;51.2831561;9.4416117;
41709;Hetzenberg 19;84307;Eggenfelden;Deutschland;Hetzenberg 19, 84307 Eggenfelden, Deutschland;48.38251;12.7569;
41710;Altenhofer Weg 50;58300;Wetter;Deutschland;Altenhofer Weg 50, 58300 Wetter, Deutschland;51.3565433;7.384747;
41711;Hartackerstraße 41;85088;Vohburg;Deutschland;Hartackerstraße 41, 85088 Vohburg, Deutschland;48.76439999999999;11.62573;
41712;Schuckertstraße 18;48153;Münster;Deutschland;Schuckertstraße 18, 48153 Münster, Deutschland;51.92827;7.638199999999999;
41713;Uferstraße 8;16866;Kyritz;Deutschland;Uferstraße 8, 16866 Kyritz, Deutschland;52.97578;12.35029;
41714;Ludwig Erhard Allee 13;59302;Oelde Stromberg;Deutschland;Ludwig Erhard Allee 13, 59302 Oelde Stromberg, Deutschland;51.80221;8.18525;
41715;Auerswalder Hauptstr. 73;09244;Lichtenau OT Auerswalde;Deutschland;Auerswalder Hauptstr. 73, 09244 Lichtenau OT Auerswalde, Deutschland;50.9043828;12.9371401;
41716;Industriestr. 32;91233;Speikern;Deutschland;Industriestr. 32, 91233 Speikern, Deutschland;49.52263000000001;11.34493;
41717;Bohnhorster Str. 17;31606;Warmsen;Deutschland;Bohnhorster Str. 17, 31606 Warmsen, Deutschland;52.4483214;8.8488239;
41718;Monzenbend 3;53894;Mechernich;Deutschland;Monzenbend 3, 53894 Mechernich, Deutschland;50.6183625;6.6485803;
41719;Düppelstr. 17;48599;Gronau-Epe;Deutschland;Düppelstr. 17, 48599 Gronau-Epe, Deutschland;52.2091052;7.063330199999999;
